Engine_Type,MTOW_kg,Range_km,Fuel_Consumption_Rate_kg_hr,Cruise_Speed_knots,Cruising_Altitude_ft,Climb_Rate_ft_min,Descent_Rate_ft_min,Landing_Weight_kg,Engine_Efficiency_TSFC,Aerodynamic_Efficiency_LD,Payload_kg,ETOPS_min,APU_Fuel_kg_hr,Wing_Span_m,Fuel_Capacity_L,Flap_Slat_Degrees,Avionics
Turboprop,21651.65,2329.5,50.0,287.95,19922.3,1433.14,1130.22,18299.31,0.39,11.53,10250.42,0,18.85,15.0,3221.88,39.11,Modern
Turboprop,12526.72,500.0,220.12,251.16,23747.51,992.13,673.48,10551.3,0.39,12.85,5561.55,0,32.66,15.0,2203.89,4.57,Modern
Turboprop,19288.68,500.0,50.0,225.39,19539.0,2096.65,1561.47,16275.02,0.38,13.04,4530.97,0,4.96,30.0,2432.45,15.92,Modern
Jet,109828.48,14387.08,10000.0,427.08,32222.66,2378.79,1442.75,92889.35,0.38,15.26,53807.39,60,74.73,30.0,36788.85,12.13,Modern
Turboprop,12185.8,500.0,50.0,252.31,20711.8,1428.71,749.84,11056.11,0.38,13.22,4162.4,0,17.7,25.08,4124.95,10.1,Modern
Jet,156741.85,12507.23,1000.0,441.5,26682.59,2454.6,1475.47,144751.61,0.58,12.66,55477.29,240,46.57,80.0,58781.23,39.09,Modern
Jet,45362.47,10845.19,3138.19,423.74,35660.69,955.93,530.89,42572.25,0.61,15.31,16525.31,120,44.52,80.0,20881.82,29.58,Modern
Jet,101004.11,7998.8,1000.0,410.05,39236.0,2175.13,1328.86,89376.5,0.49,10.61,27686.56,180,75.64,30.0,37215.34,35.2,Legacy
Jet,131023.87,15000.0,10000.0,416.28,29058.07,1912.98,1479.69,108935.94,0.73,17.02,49837.88,120,57.77,30.0,42530.46,31.12,Legacy
Turboprop,23257.58,500.0,50.0,236.8,21731.11,1816.91,1261.44,21236.06,0.43,10.63,9417.47,0,17.94,15.0,4280.93,37.0,Legacy
Piston,3637.65,912.22,200.0,77.69,9832.08,641.72,366.21,3270.21,0.43,12.76,1479.69,0,2.56,8.0,148.33,28.51,Modern
Jet,129743.85,2000.0,4013.31,520.29,35322.57,171.35,112.49,120324.91,0.36,13.9,29645.51,240,50.53,30.0,43692.08,0.94,Legacy
Turboprop,17956.29,3000.0,50.0,258.64,17976.38,1059.13,616.26,16131.8,0.34,12.4,7593.29,0,30.64,30.0,1000.0,3.55,Modern
Turboprop,12863.01,632.79,1000.0,271.56,23383.27,1256.64,763.38,11142.93,0.45,11.43,6078.79,0,36.01,15.0,1000.0,34.37,Modern
Piston,5940.77,300.0,151.7,139.15,9553.43,698.4,505.12,5533.38,0.41,12.75,2339.88,0,26.89,15.0,307.9,32.48,Modern
Jet,80958.06,2000.0,1000.0,396.52,34076.97,2213.03,1235.93,68162.98,0.5,16.4,39526.32,180,10.99,80.0,21394.5,20.89,Legacy
Jet,100126.55,2000.0,1000.0,411.14,37170.45,2563.8,1367.85,94464.08,0.54,15.22,37155.0,330,65.24,30.0,20000.0,11.87,Modern
Jet,64007.92,12186.15,10000.0,504.78,35165.48,1920.68,1088.7,54519.9,0.55,15.16,28408.72,330,46.11,30.0,23370.3,28.72,Modern
Turboprop,19035.94,3000.0,50.0,219.58,22480.97,1404.49,759.31,15851.55,0.44,10.74,5545.0,0,25.26,15.0,2171.16,31.31,Modern
Jet,127797.5,10961.85,10000.0,350.96,30733.67,1565.63,1089.97,117554.03,0.6,14.17,34829.61,180,64.36,80.0,44911.92,16.02,Modern
Jet,79545.66,14534.03,1000.0,525.3,26672.62,2622.25,2091.15,70541.27,0.72,16.3,16026.37,240,15.94,30.0,27893.98,34.73,Legacy
Jet,114899.47,3626.67,1000.0,469.47,33394.98,1232.12,826.14,94830.84,0.54,15.07,31307.41,240,33.29,80.0,31058.48,21.87,Modern
Jet,103580.25,4493.83,10000.0,396.36,36056.54,1814.25,1101.24,84551.25,0.62,11.38,43868.14,60,85.79,80.0,34256.93,38.37,Modern
Turboprop,10884.74,1516.54,50.0,205.75,17220.6,1576.26,1225.3,9734.71,0.4,11.08,3655.86,0,26.5,30.0,1931.21,9.74,Modern
Turboprop,11286.16,500.0,703.04,268.5,18876.77,1113.93,861.85,9806.36,0.41,11.52,2973.74,0,19.33,15.0,1999.81,24.41,Modern
Turboprop,14903.51,2631.91,1000.0,232.31,21215.97,1731.85,1233.18,13725.71,0.39,10.78,6902.41,0,9.14,15.0,3254.39,2.67,Modern
Turboprop,20802.57,3000.0,1000.0,208.36,20225.27,1103.74,839.96,17456.66,0.42,11.45,5148.25,0,15.47,15.0,5521.3,10.69,Modern
Jet,115325.36,9191.27,3598.21,449.04,40849.04,1529.67,1058.71,93048.03,0.57,14.04,25132.73,180,33.02,30.0,20000.0,8.6,Modern
Jet,48918.14,12191.96,7877.74,494.48,35458.36,1868.31,1139.11,44821.6,0.65,17.58,18549.65,240,67.05,30.0,20000.0,39.82,Modern
Jet,120484.88,4487.24,10000.0,471.85,34993.66,1256.14,974.22,111100.77,0.49,17.46,30808.04,330,78.72,80.0,39078.3,16.26,Modern
Jet,96415.62,2000.0,1000.0,436.2,39945.56,1390.68,916.36,84801.13,0.57,17.55,25472.73,330,31.27,80.0,22692.09,14.22,Modern
Jet,106803.34,2000.0,1000.0,468.79,33496.44,1396.17,999.39,90913.14,0.57,13.5,23265.44,120,84.19,30.0,20000.0,22.92,Modern
Turboprop,24961.07,1656.02,1000.0,248.05,15975.63,1236.3,733.49,22672.38,0.4,11.6,7140.45,0,9.32,30.0,6182.47,19.81,Modern
Jet,108229.84,10229.06,10000.0,514.48,33653.17,2838.44,1801.24,86612.18,0.47,16.09,40597.61,120,72.26,30.0,21813.27,16.12,Legacy
Turboprop,15847.59,500.0,1000.0,262.84,20350.97,1137.94,694.51,13461.63,0.32,12.14,6120.91,0,22.87,15.0,5289.03,17.85,Modern
Jet,124284.4,2000.0,5773.27,433.59,36717.51,1244.97,652.43,106751.27,0.68,15.14,29864.38,180,86.98,30.0,32962.14,8.58,Legacy
Jet,89372.53,3048.07,8695.78,386.45,35921.68,2629.63,1871.3,75335.05,0.6,14.25,38579.38,60,39.04,30.0,37035.14,6.27,Legacy
Jet,163984.1,15000.0,10000.0,495.22,31084.21,2146.3,1370.54,139696.22,0.51,12.65,68559.43,180,59.83,30.0,41154.16,13.8,Legacy
Jet,90859.58,8083.65,1000.0,467.95,38766.78,2807.92,1708.47,82629.07,0.67,14.87,20696.73,330,37.1,80.0,38909.24,21.4,Modern
Jet,136858.0,2000.0,10000.0,408.04,35314.2,1287.95,1000.92,125957.21,0.39,15.64,35161.59,60,38.95,80.0,23343.07,14.86,Modern
Jet,123394.63,6667.16,3797.62,310.99,31412.91,2612.14,1942.1,108915.85,0.51,10.36,55655.54,60,31.91,80.0,31695.47,31.2,Modern
Jet,102520.11,14742.58,1000.0,577.66,35388.99,2369.8,1487.55,86754.94,0.71,14.85,26535.86,120,35.63,30.0,20000.0,11.06,Modern
Jet,58018.23,2000.0,5297.22,480.41,37028.99,2532.29,1323.61,48322.08,0.49,12.93,26435.33,180,57.56,30.0,22891.21,3.78,Modern
Jet,138467.69,2000.0,2347.26,419.46,34942.8,3098.26,1897.64,110877.45,0.49,15.57,57537.15,180,61.17,80.0,62411.22,4.77,Legacy
Turboprop,17614.8,3000.0,1000.0,219.91,16438.0,1726.12,1105.79,15615.1,0.43,12.17,5331.21,0,11.48,30.0,2523.32,8.43,Legacy
Turboprop,25676.15,1017.19,50.0,280.91,19068.13,1656.0,909.26,22463.08,0.4,10.88,12035.53,0,29.2,30.0,5146.64,37.47,Modern
Jet,178056.4,15000.0,5030.0,416.89,30548.08,1316.46,915.74,168987.03,0.58,14.85,38420.52,330,50.57,80.0,44872.15,20.43,Legacy
Turboprop,22812.41,3000.0,274.82,207.52,19084.92,789.5,597.04,20003.65,0.3,10.54,10929.36,0,11.41,15.0,6048.04,33.28,Modern
Turboprop,14263.35,1449.03,50.0,264.72,19334.99,1437.26,903.3,11614.13,0.42,11.68,5282.64,0,3.02,30.0,4232.03,13.22,Modern
Turboprop,26367.33,500.0,765.48,198.28,19301.1,1540.31,845.27,23157.14,0.34,12.56,10941.37,0,19.83,15.0,4636.8,24.94,Modern
Jet,105633.3,2000.0,1000.0,460.12,38471.99,1858.47,1061.3,87392.31,0.59,16.05,49336.38,60,34.62,30.0,35097.62,20.5,Legacy
Jet,40392.86,5114.05,4928.77,478.5,36338.97,2517.49,1412.51,37722.42,0.42,16.63,14610.25,240,81.99,80.0,20000.0,38.77,Legacy
Turboprop,10267.27,500.0,50.0,265.94,20126.53,1235.07,976.44,9692.87,0.41,11.81,2978.65,0,31.25,30.0,3362.78,22.66,Modern
Jet,125682.46,2000.0,1000.0,521.01,30330.32,1191.32,752.11,102412.63,0.35,15.33,39239.38,60,64.51,30.0,42591.82,34.31,Modern
Piston,5493.81,771.91,200.0,73.55,8667.11,861.2,462.97,4785.54,0.54,10.92,1748.2,0,14.68,15.0,203.84,36.47,Modern
Turboprop,15522.08,500.0,50.0,193.68,21638.47,1667.67,1333.15,13112.84,0.36,9.96,3699.46,0,22.36,15.0,2147.57,19.39,Legacy
Jet,39111.28,5290.76,10000.0,479.95,36936.68,1922.53,1238.59,34650.5,0.79,18.07,15989.96,60,32.29,30.0,20000.0,1.8,Modern
Jet,105661.9,7801.46,1000.0,392.23,37865.35,1718.57,1183.87,90061.16,0.61,17.19,39469.53,240,27.53,30.0,34869.64,22.67,Modern
Jet,93426.6,9540.49,1000.0,427.33,35845.28,1965.72,1403.67,84314.29,0.7,15.31,23501.89,120,81.29,80.0,25391.0,31.93,Modern
Jet,120992.24,2000.0,10000.0,346.9,35945.89,1743.7,1292.69,111986.37,0.62,13.04,32730.49,330,30.7,30.0,25857.86,15.85,Modern
Jet,109814.58,8474.57,10000.0,389.57,32258.96,2037.33,1522.65,100801.48,0.52,13.24,54287.38,60,83.3,30.0,37237.15,14.88,Legacy
Jet,86837.8,9689.45,6422.27,474.64,31366.13,1824.75,1042.48,69785.62,0.59,16.76,33785.43,180,32.31,80.0,30712.53,2.4,Modern
Jet,126228.55,15000.0,1000.0,416.67,38754.37,2337.97,1485.2,109580.61,0.53,11.55,55953.52,60,67.74,80.0,46863.43,28.77,Modern
Jet,154087.39,15000.0,10000.0,415.12,35851.5,2434.4,1673.8,128866.25,0.57,15.48,68436.46,240,118.65,30.0,39826.88,20.82,Legacy
Piston,6446.94,645.34,20.0,85.96,10221.38,1105.9,646.73,5182.47,0.44,12.11,1411.15,0,22.46,8.0,100.0,5.04,Modern
Jet,174317.46,15000.0,10000.0,409.65,33718.81,1856.27,1311.68,161218.24,0.67,16.55,71188.36,120,79.71,30.0,52579.56,8.37,Legacy
Piston,3684.01,874.46,140.77,136.86,9831.97,943.16,752.15,3067.79,0.5,10.64,1348.28,0,34.42,15.0,402.11,5.91,Modern
Piston,5503.63,300.0,20.0,151.71,10663.43,733.67,484.47,4818.28,0.51,8.97,1580.28,0,8.48,8.0,100.0,27.03,Modern
Jet,131964.18,2000.0,10000.0,506.04,36196.24,1786.69,1378.65,119828.83,0.49,15.82,55893.22,330,58.82,80.0,38306.99,33.5,Legacy
Turboprop,23134.22,2140.07,510.64,310.47,25635.38,1232.54,712.98,20295.94,0.4,12.29,10737.66,0,10.78,30.0,7562.71,33.99,Legacy
Jet,98301.83,10930.74,10000.0,459.42,34975.14,1074.4,844.81,78758.0,0.64,9.69,37984.26,240,45.84,80.0,20000.0,17.66,Modern
Turboprop,19293.81,1202.63,1000.0,237.62,17636.21,1380.61,1092.16,16443.64,0.45,10.39,6034.55,0,17.65,30.0,2267.47,19.25,Modern
Jet,117703.01,2000.0,10000.0,444.06,34074.22,2331.37,1677.45,94524.47,0.55,12.55,29133.48,60,67.54,80.0,33800.59,6.27,Modern
Jet,81598.37,11576.96,4089.53,426.92,35601.44,2594.49,1877.72,70436.88,0.46,13.43,37239.05,120,41.22,30.0,20000.0,10.45,Legacy
Jet,49981.7,2000.0,5956.69,469.68,37499.21,2005.18,1568.15,40804.55,0.3,9.13,15827.54,180,43.76,80.0,20000.0,18.29,Modern
Jet,73343.33,2000.0,1000.0,471.06,34593.77,1141.68,883.17,64263.94,0.55,17.01,36312.4,330,44.8,80.0,23165.53,39.67,Modern
Jet,110067.53,10415.29,1000.0,493.33,31176.61,1493.12,1179.09,90804.47,0.51,16.42,32934.64,180,43.56,80.0,23042.75,16.41,Modern
Jet,110479.78,2000.0,1000.0,488.76,37907.71,1674.09,1052.73,98381.54,0.65,14.1,52764.46,330,-0.8,80.0,41649.32,17.84,Modern
Jet,96610.12,7651.43,1000.0,469.74,35176.58,1735.69,1268.98,89666.13,0.54,14.75,34492.67,60,54.01,30.0,25034.11,15.53,Legacy
Jet,133883.6,10510.74,1000.0,528.98,38251.27,1818.22,1427.01,111646.7,0.44,16.18,51497.29,330,29.49,30.0,27220.65,38.38,Legacy
Jet,82161.19,2000.0,7214.66,462.57,36563.11,2604.27,2068.05,74830.18,0.43,12.44,20482.82,60,61.01,80.0,20566.28,25.6,Modern
Jet,122840.28,2780.86,5781.31,471.55,33328.33,1935.86,1125.79,105750.77,0.49,16.64,45282.56,120,44.67,30.0,24580.07,2.84,Modern
Jet,70770.44,2000.0,10000.0,458.6,32989.73,1251.97,902.66,61925.68,0.45,22.76,32074.95,60,67.73,80.0,30927.77,6.87,Modern
Jet,119987.08,15000.0,1000.0,424.39,32445.08,2352.32,1758.24,105132.64,0.68,11.63,56970.0,120,30.65,30.0,36890.79,0.47,Modern
Turboprop,11030.09,2043.29,316.92,228.99,20998.59,1210.12,662.83,9317.57,0.42,11.78,3438.55,0,25.18,15.0,2399.07,3.51,Modern
Jet,78489.84,11172.56,10000.0,542.22,38717.41,1856.25,976.59,64380.42,0.53,15.45,27896.36,120,28.57,80.0,21802.63,3.91,Modern
Turboprop,14219.57,1191.01,50.0,259.98,22913.76,1425.37,984.04,12543.71,0.36,12.97,3859.59,0,36.91,15.0,3835.63,9.24,Modern
Jet,110411.62,12955.42,10000.0,481.48,36069.76,2654.44,1423.02,95824.07,0.46,11.66,24047.08,60,30.54,30.0,44437.33,4.3,Modern
Turboprop,19275.24,2240.72,1000.0,209.67,22543.72,1794.86,935.97,16229.04,0.37,10.57,9065.42,0,23.67,15.0,2747.99,18.13,Modern
Jet,85589.66,6781.72,10000.0,431.47,37155.97,1372.25,964.0,69206.14,0.58,12.93,39237.19,330,46.98,80.0,39225.74,1.42,Legacy
Jet,69102.51,2000.0,2786.64,459.01,35113.02,2368.68,1406.07,55508.22,0.48,12.91,14072.24,330,29.9,30.0,27562.6,3.74,Modern
Jet,116493.84,2294.29,8588.14,451.13,35981.27,2615.87,1906.81,106222.46,0.59,15.84,35742.07,120,58.11,48.18,40420.77,38.9,Modern
Jet,135675.76,4014.98,7721.66,428.9,36701.77,2292.1,1709.71,126723.55,0.39,14.87,43492.17,330,52.93,30.0,62591.13,33.56,Modern
Jet,138204.81,2000.0,10000.0,427.64,35301.5,1666.93,972.19,114937.04,0.69,12.12,62361.88,330,47.3,80.0,36522.59,10.77,Modern
Jet,64809.81,2000.0,6696.37,469.27,32470.86,1610.11,1151.56,52037.89,0.42,12.96,19494.51,60,47.93,80.0,20000.0,21.67,Modern
Piston,5166.79,383.88,200.0,137.31,9297.22,530.28,347.2,4157.44,0.47,12.84,2414.85,0,21.85,15.0,848.14,4.25,Modern
Jet,86137.67,6413.98,1000.0,384.28,35067.9,1282.76,781.16,75901.12,0.5,15.29,27117.56,240,67.34,80.0,22748.98,22.23,Modern
Jet,74555.47,11700.31,10000.0,372.9,34337.67,2372.95,1675.44,64694.66,0.65,13.22,32721.3,240,57.3,80.0,25123.15,9.69,Modern
Turboprop,26394.26,3000.0,1000.0,314.25,21243.36,1216.94,846.17,24686.51,0.51,13.43,9129.98,0,29.73,30.0,12232.45,28.31,Modern
Jet,109240.57,2000.0,2439.44,446.18,34929.5,2130.02,1304.07,92387.15,0.58,16.93,37789.75,330,39.98,80.0,34886.73,18.32,Legacy
Turboprop,21254.9,3000.0,1000.0,235.3,16612.0,1474.5,843.71,17374.96,0.45,13.0,7380.64,0,25.15,30.0,6093.81,17.15,Modern
Jet,115633.66,3436.57,10000.0,479.55,35729.45,1618.77,899.28,106360.35,0.52,20.36,51258.99,180,60.25,30.0,32510.63,3.76,Legacy
Turboprop,13828.59,2598.8,50.0,284.75,18200.8,1659.1,1086.01,13031.94,0.41,12.5,3252.97,0,22.84,15.0,2455.73,21.71,Legacy
Jet,98837.22,4090.36,10000.0,407.6,34521.44,2047.94,1201.49,89750.09,0.49,15.48,41220.4,120,70.0,80.0,36944.19,25.81,Legacy
Turboprop,15254.88,722.68,1000.0,250.8,17283.94,1330.65,948.04,12667.8,0.35,9.82,4250.95,0,5.29,15.0,2517.9,10.87,Modern
Turboprop,22343.2,500.0,258.64,226.62,18782.11,1371.01,863.64,19116.72,0.37,13.33,7941.14,0,15.61,15.0,4907.05,26.35,Modern
Jet,92848.12,2000.0,10000.0,421.65,34633.31,1572.97,854.17,84830.5,0.68,13.03,26144.68,60,70.66,80.0,36117.22,14.0,Modern
Jet,107181.79,4297.34,1000.0,496.88,38400.46,2076.24,1229.14,100391.19,0.59,17.13,43456.63,120,40.51,30.0,38395.2,36.91,Modern
Jet,42861.73,2000.0,1000.0,405.7,33689.39,2349.53,1522.89,37153.25,0.43,15.32,15902.24,330,66.07,80.0,20000.0,10.64,Modern
Piston,3028.98,300.0,20.0,153.88,10902.31,627.67,344.0,2431.51,0.53,11.24,608.04,0,20.74,15.0,100.0,13.28,Modern
Jet,122760.54,7654.52,1000.0,500.25,36821.97,1711.85,965.23,99949.23,0.38,15.59,32237.29,180,35.62,30.0,29562.58,17.37,Legacy
Jet,129939.46,15000.0,10000.0,481.48,40184.95,2032.95,1336.81,122296.14,0.56,14.11,56128.11,330,3.86,80.0,24393.94,37.11,Modern
Jet,76842.29,2000.0,9376.11,376.18,35183.64,2060.79,1544.49,63966.77,0.59,17.94,16358.01,180,54.83,30.0,20000.0,23.38,Modern
Jet,149747.82,15000.0,10000.0,477.76,33949.21,1656.45,1288.03,133652.82,0.59,11.21,72318.46,240,47.54,80.0,68865.85,13.36,Legacy
Jet,78036.72,10591.25,1000.0,449.11,32219.12,1777.64,908.05,72597.84,0.44,16.22,33038.2,180,90.39,80.0,36371.69,29.75,Modern
Piston,3689.54,1021.12,121.62,102.37,9687.63,804.78,480.83,3110.34,0.44,10.6,1271.88,0,32.02,8.0,368.47,22.46,Legacy
Jet,93789.62,15000.0,1000.0,509.85,32416.85,2662.54,1558.58,81147.29,0.67,12.98,24228.24,60,43.08,30.0,20901.71,20.56,Modern
Turboprop,18209.38,3000.0,50.0,283.68,20032.98,1435.91,960.01,16144.28,0.38,13.16,7755.67,0,32.88,15.0,6906.98,28.66,Legacy
Jet,119355.71,9884.7,10000.0,408.82,32748.98,1308.86,846.16,103028.11,0.48,16.38,51611.34,60,55.5,80.0,35106.8,6.62,Legacy
Jet,89747.84,9962.79,1000.0,420.81,32599.48,2042.41,1631.33,80730.07,0.55,14.74,20536.34,240,68.88,80.0,20000.0,24.68,Modern
Jet,45576.44,3895.7,1000.0,448.33,37036.75,2279.84,1412.57,37936.54,0.44,12.75,12036.68,330,71.99,30.0,20000.0,32.81,Legacy
Jet,92745.96,11398.86,2137.92,441.89,33622.18,2125.15,1332.68,81909.31,0.47,20.4,19492.26,330,33.02,30.0,20000.0,4.64,Modern
Piston,5737.14,1144.4,200.0,129.1,11754.73,984.72,608.63,5168.21,0.49,13.56,2864.76,0,25.89,15.0,100.0,11.98,Modern
Turboprop,21931.48,652.44,373.08,278.05,21271.7,1653.24,1214.47,20645.72,0.45,10.55,7046.04,0,16.35,30.0,4882.81,25.94,Legacy
Jet,80991.92,8595.05,1000.0,544.79,32837.71,2057.49,1259.69,67145.92,0.49,15.43,25250.38,60,53.87,80.0,29212.48,29.86,Legacy
Jet,164056.06,2000.0,1000.0,478.99,33761.07,1670.03,1058.27,153363.12,0.35,13.67,72894.3,120,60.14,30.0,54160.43,27.8,Modern
Jet,94953.43,2000.0,10000.0,448.4,36705.94,1884.48,960.26,89034.19,0.6,14.47,40215.7,240,56.6,30.0,25698.45,19.32,Modern
Piston,7761.32,462.36,200.0,100.06,10196.7,1055.82,767.61,6706.65,0.43,12.13,3551.57,0,19.67,8.0,254.43,34.74,Legacy
Turboprop,18362.16,500.0,104.84,265.6,16649.69,1526.25,947.85,15428.97,0.39,11.34,5286.8,0,17.83,30.0,4727.45,14.2,Modern
Turboprop,14993.44,736.8,1000.0,251.79,17486.41,1328.65,951.35,13390.99,0.43,10.1,4862.75,0,15.16,30.0,2815.46,28.84,Modern
Jet,95222.34,10627.71,2861.37,407.03,34503.21,1113.83,568.6,87245.14,0.7,15.55,35475.45,120,49.68,30.0,30300.1,32.72,Legacy
Jet,71243.53,2000.0,4373.5,540.12,34112.85,1572.65,1053.33,63493.6,0.38,15.96,14279.27,330,77.36,30.0,20000.0,13.85,Modern
Jet,144410.59,15000.0,10000.0,445.97,36297.8,1853.54,1476.89,122997.17,0.42,13.5,49244.92,330,43.04,30.0,52836.8,3.04,Modern
Jet,48225.7,3500.73,2595.59,487.8,35864.07,3177.66,1717.96,45415.29,0.62,15.17,21728.65,240,37.53,80.0,20000.0,25.49,Modern
Jet,93193.86,9834.06,4769.06,466.26,34823.27,3019.02,1557.9,75225.3,0.67,14.22,40966.52,60,73.83,30.0,24962.46,13.72,Modern
Jet,94097.19,8687.38,1000.0,505.52,31633.99,3362.07,2371.94,82463.1,0.6,17.12,19448.13,120,24.44,30.0,20000.0,19.74,Legacy
Jet,60084.99,2000.0,3764.43,557.86,36698.79,1973.92,1234.56,54462.36,0.56,14.83,20693.29,120,32.3,30.0,20000.0,15.53,Legacy
Turboprop,17361.4,500.0,1000.0,213.77,22395.84,1375.37,763.72,15214.73,0.44,12.0,6983.48,0,19.63,30.0,2860.05,33.24,Legacy
Turboprop,18275.33,3000.0,50.0,249.66,18738.72,1543.56,1143.19,16275.65,0.29,11.42,7208.52,0,26.07,30.0,9135.19,28.49,Modern
Jet,26390.59,2000.0,4224.36,381.83,35799.78,1327.96,710.47,24087.75,0.37,17.48,8499.91,60,26.64,30.0,20000.0,27.26,Modern
Jet,115527.22,2000.0,10000.0,473.84,38447.95,2691.81,1876.81,96645.8,0.45,17.61,25348.81,120,61.85,80.0,41834.62,35.08,Modern
Jet,101308.71,2000.0,10000.0,501.54,29720.24,2343.65,1815.04,83373.47,0.6,15.7,25098.72,60,52.9,80.0,20000.0,27.44,Modern
Turboprop,18353.96,500.0,50.0,247.45,18755.86,1246.78,992.34,14723.79,0.34,11.22,4325.0,0,45.29,15.0,4276.72,32.02,Modern
Turboprop,19789.37,500.0,50.0,277.61,20558.05,1754.12,1093.95,16787.94,0.44,12.76,7153.72,0,27.06,30.0,1609.59,34.44,Modern
Turboprop,19925.54,2973.08,1000.0,287.61,18569.71,1435.82,1045.34,16806.25,0.49,12.71,7007.36,0,21.09,30.0,4222.19,0.73,Modern
Turboprop,20398.45,1337.62,1000.0,257.36,18736.96,1433.95,979.66,16565.06,0.39,13.22,5061.49,0,8.45,30.0,8345.84,14.1,Legacy
Jet,147566.26,2000.0,1000.0,485.63,37436.09,2384.94,1416.23,136406.66,0.64,13.46,46006.77,60,47.24,30.0,27663.86,37.62,Modern
Jet,99994.31,15000.0,10000.0,420.84,29369.03,2994.25,1497.41,81385.92,0.45,17.03,23200.35,240,83.07,30.0,34644.27,7.39,Modern
Jet,106714.63,2528.69,9666.08,494.71,37630.58,1873.93,1237.25,100728.01,0.51,13.85,40806.45,180,93.55,80.0,36653.81,32.87,Modern
Jet,55211.63,2238.42,1000.0,461.44,36465.44,1693.69,1146.29,51732.9,0.5,13.5,22209.02,60,63.3,30.0,20000.0,24.84,Modern
Turboprop,13713.25,3000.0,50.0,296.95,18997.73,1221.42,916.37,11985.13,0.35,12.69,6214.78,0,21.18,30.0,2407.58,19.4,Modern
Jet,91078.14,2000.0,1000.0,416.64,36060.38,3090.05,2272.04,74784.13,0.7,13.16,26474.32,330,79.04,30.0,23970.95,36.24,Modern
Jet,136201.9,15000.0,10000.0,416.36,34160.51,2053.7,1601.97,122288.99,0.6,14.66,66640.89,60,62.62,80.0,42810.34,6.23,Legacy
Jet,84041.33,2000.0,6069.42,382.15,36970.98,1711.81,1351.99,70976.53,0.62,10.4,29192.21,60,33.6,80.0,20000.0,9.33,Legacy
Piston,7339.01,1293.03,200.0,95.99,9376.61,759.41,471.13,5953.61,0.52,13.29,2986.3,0,16.61,8.0,100.0,2.51,Modern
Jet,80151.66,2000.0,10000.0,516.75,38290.71,2790.26,1568.8,71010.76,0.65,15.12,26906.83,60,15.91,30.0,27246.98,27.45,Legacy
Turboprop,14579.34,2917.17,828.61,264.62,21824.24,1588.04,1159.18,13109.99,0.4,12.56,5790.26,0,13.3,15.0,2546.82,16.16,Modern
Jet,96586.64,2000.0,10000.0,506.4,38679.29,1786.73,1108.58,89153.23,0.68,15.24,22331.13,60,74.29,80.0,36151.05,0.54,Modern
Jet,103159.15,15000.0,1000.0,435.62,38753.92,1708.57,893.69,96175.91,0.45,12.62,20721.33,330,91.23,30.0,21856.18,35.76,Modern
Jet,131499.37,5490.1,1000.0,505.04,37876.08,2532.55,1907.58,115328.57,0.57,14.09,32405.27,120,63.7,80.0,41593.03,0.15,Legacy
Turboprop,23642.05,3000.0,50.0,251.18,23540.08,1314.36,975.88,20582.06,0.51,13.56,10684.48,0,11.55,30.0,2686.2,0.06,Modern
Jet,68546.89,5492.16,10000.0,465.64,34745.39,1785.81,987.71,62450.73,0.46,12.82,17581.45,60,23.91,80.0,20000.0,9.89,Legacy
Turboprop,17014.51,3000.0,50.0,259.2,19078.88,1374.64,881.38,14846.44,0.42,14.76,4954.4,0,20.12,30.0,1373.32,25.94,Modern
Jet,47126.8,7377.46,1000.0,442.45,33736.12,1960.83,1443.69,42393.12,0.39,11.46,10827.82,330,75.44,30.0,20000.0,28.0,Modern
Jet,114435.77,2668.56,10000.0,514.97,35746.59,2528.85,1731.06,93753.02,0.48,15.15,40669.09,60,62.33,30.0,33178.88,30.54,Modern
Piston,5663.32,1500.0,200.0,137.57,10228.75,729.34,575.92,5126.88,0.52,11.0,2649.19,0,12.08,15.0,100.0,27.84,Modern
Jet,51641.83,2000.0,1000.0,456.24,32716.92,2906.89,2297.77,46296.45,0.55,14.93,19858.16,120,34.25,30.0,20000.0,6.88,Modern
Jet,117351.83,2000.0,1000.0,397.35,33764.14,1955.7,1201.38,99153.64,0.63,12.98,53827.32,120,32.67,30.0,44674.86,39.87,Modern
Turboprop,19321.13,1579.72,50.0,254.06,17162.86,1233.73,648.22,17129.58,0.38,11.81,6824.95,0,37.58,15.0,1650.94,3.6,Modern
Jet,135972.56,2000.0,7693.81,541.51,32548.54,2459.76,1577.43,114563.03,0.54,17.04,44966.84,180,35.42,30.0,20000.0,2.79,Modern
Turboprop,17948.36,3000.0,100.9,316.3,17384.68,1445.83,788.76,16239.48,0.44,11.8,3702.43,0,25.33,15.0,3293.1,3.53,Modern
Jet,108235.23,2000.0,5827.22,488.17,34256.17,1725.56,863.76,90263.73,0.42,13.67,28271.64,240,59.28,80.0,20464.22,23.86,Legacy
Jet,71264.49,2949.33,1000.0,587.03,27415.36,1375.86,826.19,60056.37,0.59,17.21,18471.53,120,26.55,30.0,29398.19,15.87,Legacy
Jet,92016.96,15000.0,9996.11,420.44,36398.17,2191.33,1184.0,75013.0,0.59,16.9,34176.64,240,18.14,30.0,20000.0,6.54,Modern
Turboprop,13036.78,1954.74,50.0,219.32,22557.98,1070.49,667.37,11674.46,0.41,10.97,3782.34,0,19.55,30.0,4402.15,28.06,Legacy
